,Cluster,Motif,Influe
697,Hepatocyte,Motif_114,-0.6961404
698,Immune,Motif_114,-0.428606
699,Muscle,Motif_114,0.36385238
700,Neuron,Motif_114,1.0727338
701,Proliferating,Motif_114,-0.9215981
702,Secretory,Motif_114,-0.09539073
703,Stromal,Motif_114,0.6589085
704,Endothelial,Motif_117,-0.41902974
705,Epithelial,Motif_117,-0.008660136
706,Erythroid,Motif_117,0.55656356
707,Germ,Motif_117,0.9116049
708,Hepatocyte,Motif_117,-0.9752655
709,Immune,Motif_117,-0.8437039
710,Muscle,Motif_117,-0.108810365
711,Neuron,Motif_117,1.0453684
712,Proliferating,Motif_117,-0.12707612
713,Secretory,Motif_117,-0.7231523
714,Stromal,Motif_117,0.41904345
715,Endothelial,Motif_119,0.93592066
716,Epithelial,Motif_119,0.006338268
717,Erythroid,Motif_119,-0.8646629
718,Germ,Motif_119,-0.2922655
719,Hepatocyte,Motif_119,0.39691252
720,Immune,Motif_119,0.6421163
721,Muscle,Motif_119,0.17626543
722,Neuron,Motif_119,-0.13966456
723,Proliferating,Motif_119,-0.77131885
724,Secretory,Motif_119,0.36006314
725,Stromal,Motif_119,0.06539545
726,Endothelial,Motif_122,0.8450807
727,Epithelial,Motif_122,0.07837558
728,Erythroid,Motif_122,-0.5351612
729,Germ,Motif_122,0.37852576
730,Hepatocyte,Motif_122,-0.6428702
731,Immune,Motif_122,-0.37172845
732,Muscle,Motif_122,0.37092805
733,Neuron,Motif_122,0.9667798
734,Proliferating,Motif_122,-0.9078121
735,Secretory,Motif_122,-0.11549745
736,Stromal,Motif_122,0.6308296
737,Endothelial,Motif_124,0.9376044
738,Epithelial,Motif_124,0.12042691
739,Erythroid,Motif_124,-0.68588054
740,Germ,Motif_124,0.13284062
741,Hepatocyte,Motif_124,-0.59388703
742,Immune,Motif_124,-0.33814517
743,Muscle,Motif_124,0.47100553
744,Neuron,Motif_124,0.94971025
745,Proliferating,Motif_124,-0.8690829
746,Secretory,Motif_124,-0.034383368
747,Stromal,Motif_124,0.66829175
748,Endothelial,Motif_127,1.007424
749,Epithelial,Motif_127,0.037281476
750,Erythroid,Motif_127,-0.6062896
751,Germ,Motif_127,-0.02270633
752,Hepatocyte,Motif_127,-0.57079905
753,Immune,Motif_127,-0.30729914
754,Muscle,Motif_127,0.428736
755,Neuron,Motif_127,0.90903735
756,Proliferating,Motif_127,-0.9081127
757,Secretory,Motif_127,0.04161488
758,Stromal,Motif_127,0.6130191
