,type,eta
0,eta,0.8442212362037222
1,eta,0.8277081877394801
2,eta,0.894308706212358
3,eta,0.7952427346897821
4,eta,0.8206227194621073
5,eta,0.7923300101824972
6,eta,0.8193827440552212
7,eta,0.8582252740237729
8,eta,0.746794568093742
9,eta,0.7920181480958934
10,eta,0.7738926660016833
11,eta,0.8159670315021258
12,eta,0.828122299324728
13,eta,0.8150239487532148
14,eta,0.7969222767583493
15,eta,0.8216942748084108
16,eta,0.8689781689168199
17,eta,0.8306286436174478
18,eta,0.8653757771664075
19,eta,0.7982716815195562
20,eta,0.8069240498643458
21,eta,0.7881759783300296
22,eta,0.8868324811829322
23,eta,0.8250154567554002
24,eta,0.865932334965853
25,eta,0.7803756420359077
26,eta,0.8326588993928427
27,eta,0.8486899751347277
28,eta,0.7986117611701918
29,eta,0.8541419565613081
30,eta,0.7867753787069637
31,eta,0.8911684098803754
32,eta,0.8782935166697344
33,eta,0.8531583567771495
34,eta,0.8534112331376551
35,eta,0.8478742637892858
36,eta,0.7527431601795657
37,eta,0.8871390282659638
38,eta,0.7983882758518671
39,eta,0.8160952347269412
40,eta,0.8372975115673058
41,eta,0.8353709015964266
42,eta,0.829612868827622
43,eta,0.8587973735280765
44,eta,0.8280229998507204
45,eta,0.8992023211427252
46,eta,0.883999463429784
47,eta,0.8401110671203683
48,eta,0.8437941409263187
49,eta,0.8777848599002919
50,eta,0.8881620803645947
51,eta,0.8004450797302987
52,eta,0.8728266526957366
53,eta,0.8087245295513932
54,eta,0.9251133218000991
55,eta,0.9039066462463429
56,eta,0.8249760321891338
57,eta,0.8925188939877283
58,eta,0.8290574266658977
59,eta,0.7627173598344748
60,eta,0.8163426481675653
61,eta,0.9092836940357116
62,eta,0.8770277973689441
63,eta,0.7670661464112788
64,eta,0.7695386959500404
65,eta,0.81907463555444
66,eta,0.856094495486124
67,eta,0.8694432832631973
68,eta,0.8511792149083374
69,eta,0.8110940304632663
70,eta,0.7912272386675859
71,eta,0.8421888609886294
72,eta,0.8530466045356175
73,eta,0.8639613544249529
74,eta,0.7931085248102556
75,eta,0.8643244972338461
76,eta,0.9181733962034517
77,eta,0.8982441591410563
78,eta,0.7778547990989172
79,eta,0.7432909356473307
80,eta,0.8814009865994675
81,eta,0.8133810901173079
82,eta,0.8452318988737156
83,eta,0.8122485957503492
84,eta,0.7579420052750313
85,eta,0.8476854231391068
86,eta,0.8427241905862053
87,eta,0.871547679184804
88,eta,0.8825328926618323
89,eta,0.8720497649725437
90,eta,0.8007068494174899
91,eta,0.8420063672397612
92,eta,0.8836333955358913
93,eta,0.8185423313324505
94,eta,0.8609726137718943
95,eta,0.8084897659124715
96,eta,0.8774443440574862
97,eta,0.8929758143076973
98,eta,0.8039657747849535
99,eta,0.8985627026582804
100,eta,0.887338969886524
101,eta,0.8767404366627697
102,eta,0.8719920832292812
103,eta,0.8627706789450624
104,eta,0.8400312157986697
105,eta,0.8243638078203115
106,eta,0.830478297794317
107,eta,0.8408821356936591
108,eta,0.8449976540532891
109,eta,0.8788516175561667
110,eta,0.7514142525108597
111,eta,0.8928395209842555
112,eta,0.7775639651031309
113,eta,0.8261273684919559
114,eta,0.8510084406450766
115,eta,0.8817806446362121
116,eta,0.8287842402217939
117,eta,0.942074016128686
118,eta,0.8783527863591546
119,eta,0.8029904146804362
120,eta,0.862156634358803
121,eta,0.8381116353290381
122,eta,0.8696932082556162
123,eta,0.8271350606836562
124,eta,0.8944443946325831
125,eta,0.8355712899855302
126,eta,0.8977098552487389
127,eta,0.7966832426687251
128,eta_comb,0.8528525895861886
129,eta_comb,0.8642091946304205
130,eta_comb,0.8588493256244847
131,eta_comb,0.8776557468982723
132,eta_comb,0.9012053077596741
133,eta_comb,0.8475494169136868
134,eta_comb,0.8735201080411824
135,eta_comb,0.8406750035033531
136,eta_comb,0.786002205903968
137,eta_comb,0.8520311424314323
138,eta_comb,0.88689775955448
139,eta_comb,0.8539659076428848
140,eta_comb,0.8876877522649176
141,eta_comb,0.8749276983507207
142,eta_comb,0.8597999545354419
143,eta_comb,0.8784623560280419
144,eta_comb,0.8616511710083775
145,eta_comb,0.8805718760808675
146,eta_comb,0.8446400636183525
147,eta_comb,0.8591252735078547
148,eta_comb,0.9036879938449925
149,eta_comb,0.8674354838409856
150,eta_comb,0.865847674492667
151,eta_comb,0.8706032515046856
152,eta_comb,0.9150953315155486
153,eta_comb,0.8643035938944584
154,eta_comb,0.8764030643130007
155,eta_comb,0.8508235761575683
156,eta_comb,0.8547094560536423
157,eta_comb,0.8435601906559769
158,eta_comb,0.8892383383510273
159,eta_comb,0.8695754744241624
160,eta_comb,0.8671699146789502
161,eta_comb,0.8687927433931192
162,eta_comb,0.9248961341513785
163,eta_comb,0.8488811287991621
164,eta_comb,0.8758000661368488
165,eta_comb,0.893830834586897
166,eta_comb,0.8647041179120598
167,eta_comb,0.8686756813137397
168,eta_comb,0.8694320200443201
169,eta_comb,0.8655646375452505
170,eta_comb,0.8778945903753901
171,eta_comb,0.8594451204495471
172,eta_comb,0.8956815653951533
173,eta_comb,0.8907229832709525
174,eta_comb,0.8671229362562092
175,eta_comb,0.8566592762590652
176,eta_comb,0.8784275957192096
177,eta_comb,0.8552514078742554
178,eta_comb,0.860078071537561
179,eta_comb,0.8706500527566502
180,eta_comb,0.9341163959039464
181,eta_comb,0.8600622004899143
182,eta_comb,0.8830510070552718
183,eta_comb,0.8691675065464655
184,eta_comb,0.8550974173222389
185,eta_comb,0.8628283533375503
186,eta_comb,0.8917331505701801
187,eta_comb,0.8572668135273531
188,eta_comb,0.8619978626177831
189,eta_comb,0.8439658327892174
190,eta_comb,0.9196929470576137
191,eta_comb,0.9086752219650872
192,eta_comb,0.8634785299252842
193,eta_comb,0.8767819999205423
194,eta_comb,0.8833354939046955
195,eta_comb,0.8570347044617062
196,eta_comb,0.8624114527123159
197,eta_comb,0.8510740971449986
198,eta_comb,0.854249938380532
199,eta_comb,0.838381799088203
200,eta_comb,0.870109130265131
201,eta_comb,0.9201384388649708
202,eta_comb,0.8380280079896026
203,eta_comb,0.857940134202083
204,eta_comb,0.8547015115688419
205,eta_comb,0.910093484248427
206,eta_comb,0.8519504804063861
207,eta_comb,0.8842739828651198
208,eta_comb,0.7963845700845354
209,eta_comb,0.8686006223921965
210,eta_comb,0.8542400584935247
