,ID,freq,IC,Reductant,influence,MotifName,Anno,Query_ID,sum_cnt,sum_match
0,0,0.0040635666572883,8.943037724755463,1,1.1580803,0,0.0,Motif_0,20,10
1,1,0.0043266309120794,8.852540229311105,0,0.90092546,0,0.0,Motif_1,10,10
2,2,0.0007112731788479,11.457308617066516,0,0.98326653,0,0.0,Motif_2,49,10
3,3,0.0028616419665307,9.448941103660465,0,1.0208075,0,0.0,Motif_3,10,10
4,4,0.001815010556138,10.10580634567313,0,0.901483,0,0.0,Motif_4,10,10
5,5,0.0054233458117514,8.52660112002669,0,0.89561146,0,0.0,Motif_5,10,10
6,6,0.0041467156497342,8.913815163095386,0,0.9472375,Motif_6,1.0,Motif_6,13,10
7,7,0.0025382489186856,9.621950727640614,0,1.1469666,0,0.0,Motif_7,10,10
8,8,0.0049819350497346,8.649078071601307,0,0.97998846,0,0.0,Motif_8,12,10
9,9,0.0038543365134756,9.01930174906154,0,0.95087975,0,0.0,Motif_9,19,10
10,10,0.0030849192655021,9.34055155113305,0,1.025105,Motif_10,1.0,Motif_10,37,10
11,11,0.0103938235140687,7.58812972224464,1,0.8934214,0,0.0,Motif_11,39,10
12,12,0.0025951091446723,9.589989068172857,0,1.004493,0,0.0,Motif_12,10,10
13,13,0.0027695775977815,9.4961183242918,0,0.87164587,0,0.0,Motif_13,10,10
14,14,0.0023862290274746,9.711051766798716,0,1.0972652,0,0.0,Motif_14,23,10
15,15,0.0037784900830026,9.047974448350615,0,1.0239059,0,0.0,Motif_15,11,10
16,16,0.0026750100947033,9.546239948830172,0,1.1422973,0,0.0,Motif_16,20,10
17,17,0.0030462396160918,9.358754856510217,0,0.92679477,0,0.0,Motif_17,19,10
18,18,0.0038158444952379,9.033781905383735,0,1.242709,0,0.0,Motif_18,47,10
19,19,0.0022195414067227,9.815522661506453,1,1.0021647,Motif_19,1.0,Motif_19,23,10
20,20,0.0076172005722245,8.03652340014837,0,1.0227411,Motif_20,1.0,Motif_20,9,9
21,21,0.0090765476066186,7.783640632293462,0,0.84071785,Motif_21,1.0,Motif_21,11,10
22,22,0.0022667732336223,9.785144212547676,0,1.0488133,0,0.0,Motif_22,25,10
23,23,0.003550166827721,9.137897464024832,0,1.0407497,0,0.0,Motif_23,36,10
24,24,0.0012991798147556,10.5881831618802,0,1.0855342,0,0.0,Motif_24,10,10
25,25,0.0124853575701862,7.323619050339001,0,0.8661874,0,0.0,Motif_25,10,10
26,26,0.0020140138057544,9.955710711831168,0,1.0297123,0,0.0,Motif_26,11,10
27,27,0.0053442350901866,8.547800812032294,0,1.18776,0,0.0,Motif_27,7,7
28,28,0.0018376276947814,10.087939779895656,0,0.98122674,Motif_28,1.0,Motif_28,14,10
29,29,0.0072781369514545,8.102215086281984,1,0.90783024,0,0.0,Motif_29,72,10
30,30,0.0023720220848909,9.71966684239442,0,0.95632756,Motif_30,1.0,Motif_30,28,10
31,31,0.0022220017527487,9.81392432991486,0,1.3053432,0,0.0,Motif_31,10,10
32,32,0.0016275577039373,10.263075590605435,0,1.0541503,0,0.0,Motif_32,7,7
33,33,0.0016943804526111,10.2050264339182,0,1.0489815,0,0.0,Motif_33,20,10
34,34,0.0011853532960148,10.720467164405331,0,1.0701926,0,0.0,Motif_34,13,10
35,35,0.0063404314819471,8.301203262012901,0,0.7240409,0,0.0,Motif_35,10,10
36,36,0.0048609827775164,8.684536262001457,0,1.0044026,0,0.0,Motif_36,10,10
37,37,0.0017815840814279,10.13262371194215,0,1.0771534,0,0.0,Motif_37,10,10
38,38,0.0129072302602651,7.275676741297302,0,0.8853501,Motif_38,1.0,Motif_38,10,10
39,39,0.0009860794779258,10.98600844715677,0,1.0456936,Motif_39,1.0,Motif_39,10,10
40,40,0.0023050542146237,9.76098360157841,1,1.0684469,0,0.0,Motif_40,50,10
41,41,0.0023193514696449,9.752062825138646,0,1.0791081,0,0.0,Motif_41,10,10
42,42,0.0011193510809763,10.8031216805697,0,1.051124,Motif_42,1.0,Motif_42,10,10
43,43,0.0020462018821986,9.932835793499397,0,1.182475,0,0.0,Motif_43,12,10
44,44,0.0033822454167798,9.20780293871503,0,1.05025,0,0.0,Motif_44,17,10
45,45,0.0074843855336495,8.061900408451324,1,1.7227324,0,0.0,Motif_45,24,10
46,46,0.0026771334369884,9.545095235304697,0,1.4258033,0,0.0,Motif_46,14,10
47,47,0.0023292438905429,9.745922575446084,0,1.0663551,0,0.0,Motif_47,16,10
48,48,0.0021447980672719,9.86494246027486,0,1.0075179,0,0.0,Motif_48,11,10
49,49,0.0037119922725318,9.073590577534842,0,1.1356949,0,0.0,Motif_49,20,10
50,50,0.0039364076944483,8.98890463606346,0,0.9654069,0,0.0,Motif_50,20,10
51,51,0.0043175308462594,8.855577799649842,0,0.9118524,0,0.0,Motif_51,10,10
52,52,0.0017658486824518,10.145422562530426,0,0.9987943,0,0.0,Motif_52,10,10
53,53,0.0069458647278753,8.169629970447083,0,0.85473543,0,0.0,Motif_53,10,10
54,54,0.0022734116221129,9.78092536363118,0,0.9993169,0,0.0,Motif_54,13,10
55,55,0.0058659550482001,8.413418269139523,0,1.1713197,0,0.0,Motif_55,10,10
56,56,0.0049227987482959,8.666305523511038,0,0.8993774,0,0.0,Motif_56,10,10
57,57,0.0032327038445129,9.273042939778708,0,0.9795462,0,0.0,Motif_57,10,10
58,58,0.002182446199239,9.839838195090383,0,1.0696938,0,0.0,Motif_58,10,10
59,59,0.0037244244692075,9.068766779777397,0,0.8957847,0,0.0,Motif_59,20,10
60,60,0.0020048822440177,9.962266781628063,0,1.0028787,0,0.0,Motif_60,15,10
61,61,0.0012527827852714,10.640647991133626,0,0.950594,Motif_61,1.0,Motif_61,45,10
62,62,0.0017936583382103,10.12287917741073,0,0.9838926,0,0.0,Motif_62,10,10
63,63,0.002987626299483,9.38678458151468,0,0.84302825,0,0.0,Motif_63,10,10
64,64,0.0062292155598099,8.326733787420288,0,0.88585883,0,0.0,Motif_64,10,10
65,65,0.0017327578577654,10.17271422382168,0,1.0259404,0,0.0,Motif_65,14,10
