,type,eta
0,eta,0.6076891619261928
1,eta,0.4700827503795231
2,eta,0.5123599901719941
3,eta,0.5194032037236841
4,eta,0.6280623371597048
5,eta,0.5419916067738845
6,eta,0.3311641833727719
7,eta,0.5783312764189975
8,eta,0.6204890633139799
9,eta,0.39114218964359176
10,eta,0.5643713867095803
11,eta,0.3777333125246502
12,eta,0.4601322156232034
13,eta,0.4336474775074577
14,eta,0.38049928830139745
15,eta,0.533727746141824
16,eta,0.37972956081811265
17,eta,0.4744676311163809
18,eta,0.5490454354002442
19,eta,0.5123094324699738
20,eta,0.5580018196146458
21,eta,0.44132679728914204
22,eta,0.34524357392029814
23,eta,0.5140310027753697
24,eta,0.5302020607578908
25,eta,0.4307987120834236
26,eta,0.33847542545490644
27,eta,0.5139713696305347
28,eta,0.4640607728201234
29,eta,0.5114636270091588
30,eta,0.35990099910871803
31,eta,0.37161569868907296
32,eta,0.3577677015881589
33,eta,0.5884834288077493
34,eta,0.4791585747844182
35,eta,0.3682877258529295
36,eta,0.4589893707380545
37,eta,0.48895076009031524
38,eta,0.4414941619714401
39,eta,0.36535683199688523
40,eta,0.5054623181704445
41,eta,0.6146420626892285
42,eta,0.38650788872025876
43,eta,0.39299924153900345
44,eta,0.38248588956259544
45,eta,0.4432747357396028
46,eta,0.5872934696178487
47,eta,0.3822714984786236
48,eta,0.5194083828247994
49,eta,0.375172329769593
50,eta,0.40954007440578
51,eta,0.32853985666686586
52,eta,0.3571620058274464
53,eta,0.38462811555092463
54,eta,0.5473011527928091
55,eta,0.527302069656065
56,eta,0.32956545192909376
57,eta,0.4507562969430728
58,eta,0.5694707084028515
59,eta,0.477030698759395
60,eta,0.4055398545479081
61,eta,0.32360802323438953
62,eta,0.5248783923419978
63,eta,0.48696926335773044
64,eta,0.6245311071237221
65,eta,0.34317770741906467
66,eta,0.4460855258118768
67,eta,0.49675173921170074
68,eta,0.559981970566191
69,eta,0.3501266615451975
70,eta,0.590700625276771
71,eta,0.43565640516317256
72,eta,0.24572216697559537
73,eta,0.39119954003724006
74,eta,0.53592863842672
75,eta,0.43187162519506905
76,eta,0.5662012351620778
77,eta,0.5977230091869273
78,eta,0.5953437846234062
79,eta,0.4293500422693941
80,eta,0.5156630196297893
81,eta,0.47752081301220606
82,eta,0.45122063584543787
83,eta,0.391208488041438
84,eta,0.40149945990379504
85,eta,0.5105316638508189
86,eta,0.44323504935020874
87,eta,0.35293606457247184
88,eta,0.5526074739053358
89,eta,0.2734076626159793
90,eta,0.4786919465032782
91,eta,0.5738418190504853
92,eta,0.6138155441855017
93,eta,0.4969806762919727
94,eta,0.5595955477870265
95,eta,0.42173488564012007
96,eta,0.33455766129564496
97,eta,0.42002290324603486
98,eta,0.35281738700524823
99,eta,0.5661018322801559
100,eta,0.6087936537147384
