,Celltype,Motif,Influe
602,Drosophila20,Motif_36,0.0
603,Drosophila23,Motif_36,1.0
604,Drosophila25,Motif_36,0.0
605,Drosophila29,Motif_36,1.0
606,Drosophila3,Motif_36,1.0
607,Drosophila31,Motif_36,0.0
608,Drosophila35,Motif_36,0.0
609,Drosophila37,Motif_36,0.0
610,Drosophila38,Motif_36,0.0
611,Drosophila39,Motif_36,0.0
612,Drosophila4,Motif_36,0.0
613,Drosophila41,Motif_36,0.0
614,Drosophila44,Motif_36,1.0
615,Drosophila46,Motif_36,0.0
616,Drosophila5,Motif_36,0.0
617,Drosophila52,Motif_36,0.0
618,Drosophila54,Motif_36,1.0
619,Drosophila55,Motif_36,1.0
620,Drosophila56,Motif_36,0.0
621,Drosophila57,Motif_36,0.0
622,Drosophila58,Motif_36,0.0
623,Drosophila6,Motif_36,0.0
624,Drosophila7,Motif_36,1.0
625,Drosophila8,Motif_36,0.0
626,Drosophila9,Motif_36,0.0
627,Drosophila1,Motif_42,1.0
628,Drosophila10,Motif_42,0.0
629,Drosophila13,Motif_42,0.0
630,Drosophila14,Motif_42,0.0
631,Drosophila15,Motif_42,0.0
632,Drosophila16,Motif_42,1.0
633,Drosophila18,Motif_42,0.0
634,Drosophila19,Motif_42,1.0
635,Drosophila20,Motif_42,0.0
636,Drosophila23,Motif_42,1.0
637,Drosophila25,Motif_42,0.0
638,Drosophila29,Motif_42,0.0
639,Drosophila3,Motif_42,0.0
640,Drosophila31,Motif_42,0.0
641,Drosophila35,Motif_42,0.0
642,Drosophila37,Motif_42,0.0
643,Drosophila38,Motif_42,0.0
644,Drosophila39,Motif_42,0.0
645,Drosophila4,Motif_42,0.0
646,Drosophila41,Motif_42,0.0
647,Drosophila44,Motif_42,0.0
648,Drosophila46,Motif_42,0.0
649,Drosophila5,Motif_42,1.0
650,Drosophila52,Motif_42,0.0
651,Drosophila54,Motif_42,1.0
652,Drosophila55,Motif_42,0.0
653,Drosophila56,Motif_42,1.0
654,Drosophila57,Motif_42,0.0
655,Drosophila58,Motif_42,0.0
656,Drosophila6,Motif_42,0.0
657,Drosophila7,Motif_42,0.0
658,Drosophila8,Motif_42,0.0
659,Drosophila9,Motif_42,0.0
660,Drosophila1,Motif_44,0.0
661,Drosophila10,Motif_44,0.0
662,Drosophila13,Motif_44,1.0
663,Drosophila14,Motif_44,0.0
664,Drosophila15,Motif_44,1.0
