,Cluster,Motif,Influe
717,Follicle,Motif_124,-0.080122545
718,Germ,Motif_124,-0.080122545
719,Gut,Motif_124,0.14523777
720,Hemocytes,Motif_124,-0.080122545
721,MAG,Motif_124,-0.058227245
722,MT,Motif_124,-0.06796852
723,Muscle,Motif_124,-0.080122545
724,Neuron,Motif_124,-0.080122545
725,Proliferating,Motif_124,-0.080122545
726,Epithelial,Motif_125,1.1629769
727,FatBody,Motif_125,-0.91399664
728,Follicle,Motif_125,-0.34588316
729,Germ,Motif_125,-1.7594998
730,Gut,Motif_125,-0.32767674
731,Hemocytes,Motif_125,-0.3179733
732,MAG,Motif_125,-0.07192264
733,MT,Motif_125,-0.37346876
734,Muscle,Motif_125,-0.50222176
735,Neuron,Motif_125,1.4310651
736,Proliferating,Motif_125,-0.52089244
737,Epithelial,Motif_126,-0.2860365
738,FatBody,Motif_126,-1.697181
739,Follicle,Motif_126,0.42011037
740,Germ,Motif_126,-0.6692034
741,Gut,Motif_126,-0.9468481
742,Hemocytes,Motif_126,-0.5912975
743,MAG,Motif_126,-0.5527005
744,MT,Motif_126,-0.92275345
745,Muscle,Motif_126,-0.7258376
746,Neuron,Motif_126,0.0714656
747,Proliferating,Motif_126,-0.3965714
748,Epithelial,Motif_127,-0.90567565
749,FatBody,Motif_127,1.4468817
750,Follicle,Motif_127,0.12669696
751,Germ,Motif_127,1.7211312
752,Gut,Motif_127,0.69058955
753,Hemocytes,Motif_127,0.4121058
754,MAG,Motif_127,-0.47836724
755,MT,Motif_127,0.6582361
756,Muscle,Motif_127,0.69110644
757,Neuron,Motif_127,-1.1419538
758,Proliferating,Motif_127,0.5939551
