,Cluster,Motif,Influe
503,Muscle,Motif_95,-1.1163568
504,Neuron,Motif_95,-1.133688
505,Proliferating,Motif_95,-0.15110412
506,Epithelial,Motif_96,1.4081949
507,FatBody,Motif_96,-0.7669671
508,Follicle,Motif_96,-0.3965008
509,Germ,Motif_96,-1.7858232
510,Gut,Motif_96,0.13840298
511,Hemocytes,Motif_96,0.19561443
512,MAG,Motif_96,0.58530825
513,MT,Motif_96,-0.24269925
514,Muscle,Motif_96,-1.0166056
515,Neuron,Motif_96,0.9635916
516,Proliferating,Motif_96,-0.523727
517,Epithelial,Motif_97,0.6753129
518,FatBody,Motif_97,-1.294258
519,Follicle,Motif_97,-0.11282297
520,Germ,Motif_97,-1.583752
521,Gut,Motif_97,-0.81478715
522,Hemocytes,Motif_97,-0.4148365
523,MAG,Motif_97,-0.87299985
524,MT,Motif_97,-0.6164981
525,Muscle,Motif_97,-0.3187556
526,Neuron,Motif_97,1.4192488
527,Proliferating,Motif_97,-0.45568296
528,Epithelial,Motif_99,1.238517
529,FatBody,Motif_99,-0.9292664
530,Follicle,Motif_99,-0.0536512
531,Germ,Motif_99,-1.0854098
532,Gut,Motif_99,0.044880584
533,Hemocytes,Motif_99,0.28514972
534,MAG,Motif_99,0.5625045
535,MT,Motif_99,-0.5797306
536,Muscle,Motif_99,-1.5565248
537,Neuron,Motif_99,0.15946737
538,Proliferating,Motif_99,-0.89434636
539,Epithelial,Motif_100,-1.1225489
540,FatBody,Motif_100,1.1429225
541,Follicle,Motif_100,0.29241776
542,Germ,Motif_100,1.5810182
543,Gut,Motif_100,0.28251442
544,Hemocytes,Motif_100,0.14532577
545,MAG,Motif_100,-0.9312044
546,MT,Motif_100,0.4579073
547,Muscle,Motif_100,0.8737977
548,Neuron,Motif_100,-1.0789585
549,Proliferating,Motif_100,0.5243863
550,Epithelial,Motif_101,-1.3301027
551,FatBody,Motif_101,-1.0667833
552,Follicle,Motif_101,0.6545778
553,Germ,Motif_101,0.22375883
554,Gut,Motif_101,-1.3615223
555,Hemocytes,Motif_101,-1.0685579
556,MAG,Motif_101,-0.59258664
557,MT,Motif_101,-0.8211818
558,Muscle,Motif_101,0.43117937
559,Neuron,Motif_101,-0.10374893
560,Proliferating,Motif_101,-0.113893494
561,Epithelial,Motif_102,1.1450555
562,FatBody,Motif_102,-1.3456753
563,Follicle,Motif_102,-0.07919942
564,Germ,Motif_102,-1.5169445
565,Gut,Motif_102,-0.45276773
566,Hemocytes,Motif_102,-0.09148322
567,MAG,Motif_102,0.37555465
568,MT,Motif_102,-0.6568104
569,Muscle,Motif_102,-1.163725
570,Neuron,Motif_102,0.681824
571,Proliferating,Motif_102,-0.7432429
572,Epithelial,Motif_103,-1.3818312
573,FatBody,Motif_103,0.6155888
574,Follicle,Motif_103,0.3996526
575,Germ,Motif_103,1.4451033
576,Gut,Motif_103,-0.25974852
577,Hemocytes,Motif_103,-0.2455221
578,MAG,Motif_103,-1.2272182
579,MT,Motif_103,0.1793237
580,Muscle,Motif_103,1.0892547
581,Neuron,Motif_103,-0.6672825
582,Proliferating,Motif_103,0.50275695
583,Epithelial,Motif_104,-1.1865742
