,Cluster,Motif,Influe
11330,Epithelial,"(19, 126)",0.68709284
11331,FatBody,"(19, 126)",-1.5856481
11332,Follicle,"(19, 126)",0.18807346
11333,Germ,"(19, 126)",-1.2131252
11334,Gut,"(19, 126)",-0.3925107
11335,Hemocytes,"(19, 126)",-0.14739522
11336,MAG,"(19, 126)",-0.012474731
11337,MT,"(19, 126)",-0.69172406
11338,Muscle,"(19, 126)",-1.190861
11339,Neuron,"(19, 126)",0.028071666
11340,Proliferating,"(19, 126)",-0.41184297
11341,Epithelial,"(19, 127)",-0.45014086
11342,FatBody,"(19, 127)",1.4116137
11343,Follicle,"(19, 127)",0.094248764
11344,Germ,"(19, 127)",1.5072738
11345,Gut,"(19, 127)",1.007041
11346,Hemocytes,"(19, 127)",0.6914856
11347,MAG,"(19, 127)",-0.3242496
11348,MT,"(19, 127)",0.7423594
11349,Muscle,"(19, 127)",0.3273107
11350,Neuron,"(19, 127)",-1.4412603
11351,Proliferating,"(19, 127)",0.61287206
11352,Epithelial,"(20, 24)",-0.65784645
11353,FatBody,"(20, 24)",-1.1926696
11354,Follicle,"(20, 24)",0.37819535
11355,Germ,"(20, 24)",-1.1119292
11356,Gut,"(20, 24)",-1.4646431
11357,Hemocytes,"(20, 24)",-1.1907102
11358,MAG,"(20, 24)",-0.5854954
11359,MT,"(20, 24)",-0.8916658
11360,Muscle,"(20, 24)",0.2319395
11361,Neuron,"(20, 24)",0.9719908
11362,Proliferating,"(20, 24)",-0.25621954
11363,Epithelial,"(20, 29)",1.3497654
11364,FatBody,"(20, 29)",0.2505408
11365,Follicle,"(20, 29)",-0.31692404
11366,Germ,"(20, 29)",-1.5103118
11367,Gut,"(20, 29)",0.5078
11368,Hemocytes,"(20, 29)",0.39486077
11369,MAG,"(20, 29)",-0.43177277
11370,MT,"(20, 29)",0.044274226
11371,Muscle,"(20, 29)",-0.835575
11372,Neuron,"(20, 29)",0.3246139
11373,Proliferating,"(20, 29)",-0.26101482
11374,Epithelial,"(20, 32)",-0.5333166
11375,FatBody,"(20, 32)",-1.468894
11376,Follicle,"(20, 32)",0.51014125
11377,Germ,"(20, 32)",-0.874639
11378,Gut,"(20, 32)",-1.3246024
11379,Hemocytes,"(20, 32)",-1.0632857
11380,MAG,"(20, 32)",-0.1730238
11381,MT,"(20, 32)",-0.97906137
11382,Muscle,"(20, 32)",-0.17306909
11383,Neuron,"(20, 32)",0.2491153
11384,Proliferating,"(20, 32)",-0.4130745
11385,Epithelial,"(20, 34)",0.5623037
11386,FatBody,"(20, 34)",-0.12622799
11387,Follicle,"(20, 34)",-0.20138419
11388,Germ,"(20, 34)",-0.20138419
11389,Gut,"(20, 34)",0.12794401
11390,Hemocytes,"(20, 34)",-0.19895461
11391,MAG,"(20, 34)",0.1746571
11392,MT,"(20, 34)",-0.0694444
11393,Muscle,"(20, 34)",-0.20138419
11394,Neuron,"(20, 34)",-0.20138419
11395,Proliferating,"(20, 34)",-0.20138419
11396,Epithelial,"(20, 35)",0.63996994
11397,FatBody,"(20, 35)",-1.3824419
11398,Follicle,"(20, 35)",-0.060571928
11399,Germ,"(20, 35)",-1.6920785
11400,Gut,"(20, 35)",-0.94156724
11401,Hemocytes,"(20, 35)",-0.67227316
11402,MAG,"(20, 35)",-0.19005333
11403,MT,"(20, 35)",-0.7199802
11404,Muscle,"(20, 35)",-0.3774778
11405,Neuron,"(20, 35)",1.3557554
11406,Proliferating,"(20, 35)",-0.59559417
11407,Epithelial,"(20, 48)",-0.14901511
11408,FatBody,"(20, 48)",-1.1302441
11409,Follicle,"(20, 48)",0.3323358
11410,Germ,"(20, 48)",-1.4032171
11411,Gut,"(20, 48)",-1.2243484
11412,Hemocytes,"(20, 48)",-1.0937755
11413,MAG,"(20, 48)",-1.1962113
11414,MT,"(20, 48)",-0.8320774
11415,Muscle,"(20, 48)",0.13644315
11416,Neuron,"(20, 48)",0.81917393
11417,Proliferating,"(20, 48)",-0.30767632
11418,Epithelial,"(20, 57)",0.71986485
11419,FatBody,"(20, 57)",-0.19911337
11420,Follicle,"(20, 57)",-0.20234326
11421,Germ,"(20, 57)",-0.20237516
11422,Gut,"(20, 57)",-0.114595175
11423,Hemocytes,"(20, 57)",-0.20237516
11424,MAG,"(20, 57)",-0.10705828
11425,MT,"(20, 57)",-0.1911506
11426,Muscle,"(20, 57)",-0.20237516
11427,Neuron,"(20, 57)",-0.17803021
11428,Proliferating,"(20, 57)",-0.20237516
11429,Epithelial,"(20, 62)",1.4716347
11430,FatBody,"(20, 62)",-0.6885868
11431,Follicle,"(20, 62)",-0.49245754
11432,Germ,"(20, 62)",-0.92285365
11433,Gut,"(20, 62)",0.12856968
11434,Hemocytes,"(20, 62)",0.120838
11435,MAG,"(20, 62)",0.71643865
11436,MT,"(20, 62)",-0.14037256
11437,Muscle,"(20, 62)",-0.7728883
11438,Neuron,"(20, 62)",0.7945507
11439,Proliferating,"(20, 62)",-0.63517416
11440,Epithelial,"(20, 65)",1.4426422
11441,FatBody,"(20, 65)",-0.3277816
11442,Follicle,"(20, 65)",-0.5003523
11443,Germ,"(20, 65)",-1.5733633
11444,Gut,"(20, 65)",0.3237363
11445,Hemocytes,"(20, 65)",0.31434456
11446,MAG,"(20, 65)",-0.019308278
11447,MT,"(20, 65)",0.032918356
11448,Muscle,"(20, 65)",-0.80100745
11449,Neuron,"(20, 65)",0.9948706
11450,Proliferating,"(20, 65)",-0.3795931
11451,Epithelial,"(20, 67)",0.20197687
11452,FatBody,"(20, 67)",-0.13617584
11453,Follicle,"(20, 67)",-0.13575657
11454,Germ,"(20, 67)",-0.13617584
11455,Gut,"(20, 67)",-0.13242738
11456,Hemocytes,"(20, 67)",-0.13617584
11457,MAG,"(20, 67)",0.04043029
11458,MT,"(20, 67)",-0.1302003
11459,Muscle,"(20, 67)",-0.13617584
11460,Neuron,"(20, 67)",-0.025655303
11461,Proliferating,"(20, 67)",-0.13617584
11462,Epithelial,"(20, 72)",0.9472037
11463,FatBody,"(20, 72)",-1.3527645
11464,Follicle,"(20, 72)",-0.039907064
11465,Germ,"(20, 72)",-1.5834658
11466,Gut,"(20, 72)",-0.5791412
11467,Hemocytes,"(20, 72)",-0.4212167
11468,MAG,"(20, 72)",0.7215126
11469,MT,"(20, 72)",-0.677067
11470,Muscle,"(20, 72)",-0.97955465
11471,Neuron,"(20, 72)",0.7400069
11472,Proliferating,"(20, 72)",-0.7450622
11473,Epithelial,"(20, 75)",-1.5133722
11474,FatBody,"(20, 75)",-0.008867758
11475,Follicle,"(20, 75)",0.53985775
11476,Germ,"(20, 75)",0.9508999
11477,Gut,"(20, 75)",-0.92444813
11478,Hemocytes,"(20, 75)",-0.8082947
11479,MAG,"(20, 75)",-0.94635725
11480,MT,"(20, 75)",-0.24444088
11481,Muscle,"(20, 75)",1.1326835
11482,Neuron,"(20, 75)",-0.25290796
11483,Proliferating,"(20, 75)",0.3493479
11484,Epithelial,"(20, 87)",1.0560595
11485,FatBody,"(20, 87)",-1.1823133
11486,Follicle,"(20, 87)",-0.005435303
11487,Germ,"(20, 87)",-1.0170434
11488,Gut,"(20, 87)",-0.0037277667
11489,Hemocytes,"(20, 87)",0.2785776
11490,MAG,"(20, 87)",0.8735309
11491,MT,"(20, 87)",-0.42633116
11492,Muscle,"(20, 87)",-1.299946
11493,Neuron,"(20, 87)",-0.14358772
11494,Proliferating,"(20, 87)",-0.3029985
11495,Epithelial,"(20, 95)",1.2792579
11496,FatBody,"(20, 95)",-1.0722136
11497,Follicle,"(20, 95)",-0.09399916
11498,Germ,"(20, 95)",-1.446602
11499,Gut,"(20, 95)",0.0441249
11500,Hemocytes,"(20, 95)",0.06447755
11501,MAG,"(20, 95)",0.7057511
11502,MT,"(20, 95)",-0.45548856
11503,Muscle,"(20, 95)",-1.3160894
11504,Neuron,"(20, 95)",0.21960044
11505,Proliferating,"(20, 95)",-0.6152312
11506,Epithelial,"(20, 96)",1.4265449
11507,FatBody,"(20, 96)",-0.56243366
11508,Follicle,"(20, 96)",-0.5294062
11509,Germ,"(20, 96)",-0.62088555
11510,Gut,"(20, 96)",0.013212006
11511,Hemocytes,"(20, 96)",-0.080477156
11512,MAG,"(20, 96)",0.63168883
11513,MT,"(20, 96)",-0.056097038
11514,Muscle,"(20, 96)",-0.5487819
11515,Neuron,"(20, 96)",0.86093336
11516,Proliferating,"(20, 96)",-0.54049146
11517,Epithelial,"(20, 108)",0.42449376
11518,FatBody,"(20, 108)",1.3108984
11519,Follicle,"(20, 108)",-0.16929792
11520,Germ,"(20, 108)",0.9849095
11521,Gut,"(20, 108)",1.4093183
11522,Hemocytes,"(20, 108)",1.149769
11523,MAG,"(20, 108)",0.56863916
11524,MT,"(20, 108)",1.0164491
11525,Muscle,"(20, 108)",-0.08910352
11526,Neuron,"(20, 108)",-1.4264526
11527,Proliferating,"(20, 108)",0.5727794
11528,Epithelial,"(21, 22)",-1.019096
11529,FatBody,"(21, 22)",0.8562681
11530,Follicle,"(21, 22)",0.28204727
11531,Germ,"(21, 22)",1.5431578
11532,Gut,"(21, 22)",0.44434687
11533,Hemocytes,"(21, 22)",0.36848506
11534,MAG,"(21, 22)",-0.89744765
11535,MT,"(21, 22)",0.3758713
11536,Muscle,"(21, 22)",0.5673976
11537,Neuron,"(21, 22)",-1.161564
11538,Proliferating,"(21, 22)",0.7096868
11539,Epithelial,"(21, 24)",-0.39072
11540,FatBody,"(21, 24)",1.1571865
11541,Follicle,"(21, 24)",-0.4018358
11542,Germ,"(21, 24)",0.7366694
11543,Gut,"(21, 24)",0.43363553
11544,Hemocytes,"(21, 24)",0.3108975
11545,MAG,"(21, 24)",0.4628705
11546,MT,"(21, 24)",0.76633286
11547,Muscle,"(21, 24)",0.89316374
11548,Neuron,"(21, 24)",0.6434656
11549,Proliferating,"(21, 24)",0.55387384
11550,Epithelial,"(21, 25)",-0.5797523
11551,FatBody,"(21, 25)",0.45895672
11552,Follicle,"(21, 25)",0.075100645
11553,Germ,"(21, 25)",1.3484421
11554,Gut,"(21, 25)",-0.38979885
11555,Hemocytes,"(21, 25)",-0.56025434
11556,MAG,"(21, 25)",-0.6111555
11557,MT,"(21, 25)",0.37578583
11558,Muscle,"(21, 25)",1.2806224
11559,Neuron,"(21, 25)",-0.3645599
11560,Proliferating,"(21, 25)",-0.00892443
11561,Epithelial,"(21, 26)",-1.1799253
11562,FatBody,"(21, 26)",-0.13913547
11563,Follicle,"(21, 26)",0.32076353
11564,Germ,"(21, 26)",0.5785623
11565,Gut,"(21, 26)",-0.86559826
11566,Hemocytes,"(21, 26)",-0.55117434
11567,MAG,"(21, 26)",-1.5533001
11568,MT,"(21, 26)",-0.13817573
11569,Muscle,"(21, 26)",1.050903
11570,Neuron,"(21, 26)",0.3454844
11571,Proliferating,"(21, 26)",0.23149659
11572,Epithelial,"(21, 28)",-1.1894808
11573,FatBody,"(21, 28)",0.04793763
11574,Follicle,"(21, 28)",0.2846876
11575,Germ,"(21, 28)",0.72391087
11576,Gut,"(21, 28)",-0.6596406
11577,Hemocytes,"(21, 28)",-0.48197863
11578,MAG,"(21, 28)",-1.5293852
11579,MT,"(21, 28)",-0.06763758
11580,Muscle,"(21, 28)",0.96106476
11581,Neuron,"(21, 28)",0.30142415
11582,Proliferating,"(21, 28)",0.2628025
11583,Epithelial,"(21, 29)",0.8049808
11584,FatBody,"(21, 29)",1.3742793
11585,Follicle,"(21, 29)",-0.60412014
11586,Germ,"(21, 29)",0.3122205
11587,Gut,"(21, 29)",1.2638336
11588,Hemocytes,"(21, 29)",0.9551305
11589,MAG,"(21, 29)",0.6761443
11590,MT,"(21, 29)",0.9381463
11591,Muscle,"(21, 29)",0.110223055
11592,Neuron,"(21, 29)",0.105532266
11593,Proliferating,"(21, 29)",0.34389
11594,Epithelial,"(21, 30)",-1.2962508
11595,FatBody,"(21, 30)",-0.6258796
11596,Follicle,"(21, 30)",0.40891543
11597,Germ,"(21, 30)",-0.041296
11598,Gut,"(21, 30)",-1.3294587
11599,Hemocytes,"(21, 30)",-1.0797685
11600,MAG,"(21, 30)",-1.57087
11601,MT,"(21, 30)",-0.56158376
11602,Muscle,"(21, 30)",0.9360906
11603,Neuron,"(21, 30)",0.81873804
11604,Proliferating,"(21, 30)",0.0470973
11605,Epithelial,"(21, 31)",-1.4561567
11606,FatBody,"(21, 31)",-0.28608707
11607,Follicle,"(21, 31)",0.3833629
11608,Germ,"(21, 31)",0.5894827
11609,Gut,"(21, 31)",-1.1798964
11610,Hemocytes,"(21, 31)",-0.9836889
11611,MAG,"(21, 31)",-1.2744497
11612,MT,"(21, 31)",-0.35257366
11613,Muscle,"(21, 31)",1.2103518
11614,Neuron,"(21, 31)",0.5645047
11615,Proliferating,"(21, 31)",0.16563122
11616,Epithelial,"(21, 32)",-1.0333102
11617,FatBody,"(21, 32)",0.88163614
11618,Follicle,"(21, 32)",-0.091107115
11619,Germ,"(21, 32)",1.1645076
11620,Gut,"(21, 32)",-0.024420036
11621,Hemocytes,"(21, 32)",-0.0065858457
11622,MAG,"(21, 32)",0.29463762
11623,MT,"(21, 32)",0.532185
11624,Muscle,"(21, 32)",1.0904703
11625,Neuron,"(21, 32)",0.25609916
11626,Proliferating,"(21, 32)",0.543203
11627,Epithelial,"(21, 33)",-1.4396536
11628,FatBody,"(21, 33)",0.5490054
11629,Follicle,"(21, 33)",0.42953986
11630,Germ,"(21, 33)",1.2592874
11631,Gut,"(21, 33)",-0.4237347
11632,Hemocytes,"(21, 33)",-0.37008876
11633,MAG,"(21, 33)",-1.2650614
11634,MT,"(21, 33)",0.11999757
11635,Muscle,"(21, 33)",1.1293586
11636,Neuron,"(21, 33)",-0.5129551
11637,Proliferating,"(21, 33)",0.47600493
11638,Epithelial,"(21, 34)",-0.71654296
11639,FatBody,"(21, 34)",0.5706943
11640,Follicle,"(21, 34)",0.40139148
11641,Germ,"(21, 34)",1.2087632
11642,Gut,"(21, 34)",0.5347802
11643,Hemocytes,"(21, 34)",0.40891415
11644,MAG,"(21, 34)",-1.0440172
11645,MT,"(21, 34)",0.17343523
11646,Muscle,"(21, 34)",0.035134442
11647,Neuron,"(21, 34)",-1.4279058
11648,Proliferating,"(21, 34)",0.5990339
11649,Epithelial,"(21, 35)",-0.5107014
11650,FatBody,"(21, 35)",-0.7745363
11651,Follicle,"(21, 35)",0.043811522
11652,Germ,"(21, 35)",-0.62768406
11653,Gut,"(21, 35)",-1.1232791
11654,Hemocytes,"(21, 35)",-0.77385765
11655,MAG,"(21, 35)",-1.3470484
11656,MT,"(21, 35)",-0.31346855
11657,Muscle,"(21, 35)",0.7268085
11658,Neuron,"(21, 35)",1.44573
11659,Proliferating,"(21, 35)",-0.025349956
11660,Epithelial,"(21, 36)",-1.2595544
11661,FatBody,"(21, 36)",0.9327565
11662,Follicle,"(21, 36)",0.32510018
11663,Germ,"(21, 36)",1.4030817
11664,Gut,"(21, 36)",-0.007200906
11665,Hemocytes,"(21, 36)",-0.017906426
11666,MAG,"(21, 36)",-1.2173094
11667,MT,"(21, 36)",0.32098734
11668,Muscle,"(21, 36)",0.9645806
11669,Neuron,"(21, 36)",-0.718194
11670,Proliferating,"(21, 36)",0.4752517
11671,Epithelial,"(21, 37)",-1.350617
11672,FatBody,"(21, 37)",0.43126482
11673,Follicle,"(21, 37)",0.3273758
11674,Germ,"(21, 37)",1.0924926
11675,Gut,"(21, 37)",-0.5004075
11676,Hemocytes,"(21, 37)",-0.410001
11677,MAG,"(21, 37)",-1.4181796
11678,MT,"(21, 37)",0.097873054
11679,Muscle,"(21, 37)",1.1389912
11680,Neuron,"(21, 37)",-0.10151634
11681,Proliferating,"(21, 37)",0.36772254
11682,Epithelial,"(21, 38)",-0.13833459
11683,FatBody,"(21, 38)",-0.14345846
11684,Follicle,"(21, 38)",-0.1167562
11685,Germ,"(21, 38)",-0.13894008
11686,Gut,"(21, 38)",-0.13849251
11687,Hemocytes,"(21, 38)",-0.14345846
11688,MAG,"(21, 38)",-0.14238347
11689,MT,"(21, 38)",-0.13971281
11690,Muscle,"(21, 38)",-0.116827294
11691,Neuron,"(21, 38)",0.17227863
11692,Proliferating,"(21, 38)",-0.14345846
11693,Epithelial,"(21, 39)",-0.66602564
11694,FatBody,"(21, 39)",-1.2543092
11695,Follicle,"(21, 39)",0.29024506
11696,Germ,"(21, 39)",-0.5278516
11697,Gut,"(21, 39)",-1.3740827
11698,Hemocytes,"(21, 39)",-1.0839536
11699,MAG,"(21, 39)",-1.0913247
11700,MT,"(21, 39)",-0.87697005
11701,Muscle,"(21, 39)",0.2782969
11702,Neuron,"(21, 39)",1.1527714
11703,Proliferating,"(21, 39)",-0.490526
11704,Epithelial,"(21, 41)",-1.2902831
11705,FatBody,"(21, 41)",-0.09859442
11706,Follicle,"(21, 41)",0.30732393
11707,Germ,"(21, 41)",0.86423427
11708,Gut,"(21, 41)",-0.85685015
11709,Hemocytes,"(21, 41)",-0.63681734
11710,MAG,"(21, 41)",-1.3976822
11711,MT,"(21, 41)",-0.15588166
11712,Muscle,"(21, 41)",1.09004
11713,Neuron,"(21, 41)",0.35516465
11714,Proliferating,"(21, 41)",0.17491353
11715,Epithelial,"(21, 42)",-1.2442762
11716,FatBody,"(21, 42)",0.26984525
11717,Follicle,"(21, 42)",0.4981152
11718,Germ,"(21, 42)",1.2338874
11719,Gut,"(21, 42)",-0.27290738
11720,Hemocytes,"(21, 42)",-0.17265731
11721,MAG,"(21, 42)",-1.4801449
11722,MT,"(21, 42)",-0.010320107
11723,Muscle,"(21, 42)",0.6283426
11724,Neuron,"(21, 42)",-0.80490005
11725,Proliferating,"(21, 42)",0.42399547
11726,Epithelial,"(21, 44)",-1.3122989
11727,FatBody,"(21, 44)",0.46586666
11728,Follicle,"(21, 44)",0.33730417
11729,Germ,"(21, 44)",1.0952647
11730,Gut,"(21, 44)",-0.45589614
11731,Hemocytes,"(21, 44)",-0.2586359
11732,MAG,"(21, 44)",-1.3937818
11733,MT,"(21, 44)",0.11436007
11734,Muscle,"(21, 44)",1.0763336
11735,Neuron,"(21, 44)",-0.20337139
11736,Proliferating,"(21, 44)",0.46954262
11737,Epithelial,"(21, 45)",-0.23234092
11738,FatBody,"(21, 45)",-1.0500524
11739,Follicle,"(21, 45)",0.11181284
11740,Germ,"(21, 45)",-0.76497483
11741,Gut,"(21, 45)",-1.1515206
11742,Hemocytes,"(21, 45)",-0.7717506
11743,MAG,"(21, 45)",-1.4219735
11744,MT,"(21, 45)",-0.69588965
11745,Muscle,"(21, 45)",0.13733068
11746,Neuron,"(21, 45)",1.3938608
11747,Proliferating,"(21, 45)",-0.51760453
11748,Epithelial,"(21, 46)",-0.54249847
11749,FatBody,"(21, 46)",-0.6071614
11750,Follicle,"(21, 46)",-0.084942155
11751,Germ,"(21, 46)",-0.24965781
11752,Gut,"(21, 46)",-0.729712
11753,Hemocytes,"(21, 46)",-0.7409878
11754,MAG,"(21, 46)",-0.7111199
11755,MT,"(21, 46)",-0.45648932
11756,Muscle,"(21, 46)",0.5299619
11757,Neuron,"(21, 46)",1.3946064
11758,Proliferating,"(21, 46)",-0.5941798
11759,Epithelial,"(21, 48)",-1.14238
11760,FatBody,"(21, 48)",0.9012304
11761,Follicle,"(21, 48)",0.042332895
11762,Germ,"(21, 48)",1.0369141
11763,Gut,"(21, 48)",-0.0056130737
11764,Hemocytes,"(21, 48)",-0.032045204
11765,MAG,"(21, 48)",-1.0244138
11766,MT,"(21, 48)",0.5268997
11767,Muscle,"(21, 48)",1.2770905
11768,Neuron,"(21, 48)",0.08687945
11769,Proliferating,"(21, 48)",0.74473405
11770,Epithelial,"(21, 49)",-0.94744205
11771,FatBody,"(21, 49)",-0.5485466
11772,Follicle,"(21, 49)",0.30699682
11773,Germ,"(21, 49)",-0.0274499
11774,Gut,"(21, 49)",-1.141737
11775,Hemocytes,"(21, 49)",-0.8905347
11776,MAG,"(21, 49)",-1.6963071
11777,MT,"(21, 49)",-0.42560142
11778,Muscle,"(21, 49)",0.9006383
11779,Neuron,"(21, 49)",0.8251381
11780,Proliferating,"(21, 49)",-0.020956388
11781,Epithelial,"(21, 50)",-1.2413201
11782,FatBody,"(21, 50)",0.072809026
11783,Follicle,"(21, 50)",0.26525953
11784,Germ,"(21, 50)",0.9210963
11785,Gut,"(21, 50)",-0.6950554
11786,Hemocytes,"(21, 50)",-0.4620792
11787,MAG,"(21, 50)",-1.3490503
11788,MT,"(21, 50)",-0.02766931
11789,Muscle,"(21, 50)",1.1361436
11790,Neuron,"(21, 50)",0.24621584
11791,Proliferating,"(21, 50)",0.3014665
11792,Epithelial,"(21, 51)",-0.7229698
11793,FatBody,"(21, 51)",-0.46641037
11794,Follicle,"(21, 51)",0.049778167
11795,Germ,"(21, 51)",0.10429897
11796,Gut,"(21, 51)",-0.9849573
11797,Hemocytes,"(21, 51)",-0.64057326
11798,MAG,"(21, 51)",-1.1464659
11799,MT,"(21, 51)",-0.32448244
11800,Muscle,"(21, 51)",0.79059875
11801,Neuron,"(21, 51)",1.1669074
11802,Proliferating,"(21, 51)",-0.11140977
11803,Epithelial,"(21, 53)",-1.3550258
11804,FatBody,"(21, 53)",-0.43599877
11805,Follicle,"(21, 53)",0.54663575
11806,Germ,"(21, 53)",0.74646515
11807,Gut,"(21, 53)",-0.9592263
11808,Hemocytes,"(21, 53)",-0.6480077
11809,MAG,"(21, 53)",-1.6755406
11810,MT,"(21, 53)",-0.28870583
11811,Muscle,"(21, 53)",0.7901277
11812,Neuron,"(21, 53)",-0.12700036
11813,Proliferating,"(21, 53)",0.15584481
11814,Epithelial,"(21, 54)",-1.1730267
11815,FatBody,"(21, 54)",0.85028666
11816,Follicle,"(21, 54)",0.2841429
11817,Germ,"(21, 54)",1.3289422
11818,Gut,"(21, 54)",0.073899634
11819,Hemocytes,"(21, 54)",-0.0019329154
11820,MAG,"(21, 54)",-1.2411582
11821,MT,"(21, 54)",0.35850015
11822,Muscle,"(21, 54)",0.9767194
11823,Neuron,"(21, 54)",-0.67630684
11824,Proliferating,"(21, 54)",0.5406434
11825,Epithelial,"(21, 55)",-1.3681153
11826,FatBody,"(21, 55)",-0.75682616
11827,Follicle,"(21, 55)",0.6043116
11828,Germ,"(21, 55)",0.6972128
11829,Gut,"(21, 55)",-1.0127203
11830,Hemocytes,"(21, 55)",-0.63900155
11831,MAG,"(21, 55)",-1.6333909
11832,MT,"(21, 55)",-0.5972171
11833,Muscle,"(21, 55)",0.36409497
11834,Neuron,"(21, 55)",-0.11157147
11835,Proliferating,"(21, 55)",0.009435539
11836,Epithelial,"(21, 57)",-0.27248856
11837,FatBody,"(21, 57)",0.65606266
11838,Follicle,"(21, 57)",0.036806475
11839,Germ,"(21, 57)",0.37502766
11840,Gut,"(21, 57)",0.17771499
11841,Hemocytes,"(21, 57)",0.22313136
11842,MAG,"(21, 57)",-1.4862124
11843,MT,"(21, 57)",0.32034433
11844,Muscle,"(21, 57)",0.61209124
11845,Neuron,"(21, 57)",-0.017347494
11846,Proliferating,"(21, 57)",0.51755613
11847,Epithelial,"(21, 59)",-1.3415886
11848,FatBody,"(21, 59)",0.5484305
11849,Follicle,"(21, 59)",0.3669886
11850,Germ,"(21, 59)",1.3043298
11851,Gut,"(21, 59)",-0.29009607
11852,Hemocytes,"(21, 59)",-0.22465503
11853,MAG,"(21, 59)",-1.3350039
11854,MT,"(21, 59)",0.15789942
11855,Muscle,"(21, 59)",0.99512225
11856,Neuron,"(21, 59)",-0.470108
11857,Proliferating,"(21, 59)",0.4160013
11858,Epithelial,"(21, 60)",-1.364396
11859,FatBody,"(21, 60)",0.6578636
11860,Follicle,"(21, 60)",0.37680084
11861,Germ,"(21, 60)",1.4080786
11862,Gut,"(21, 60)",-0.20430727
11863,Hemocytes,"(21, 60)",-0.1743042
11864,MAG,"(21, 60)",-1.2145351
11865,MT,"(21, 60)",0.22246583
11866,Muscle,"(21, 60)",1.0617956
11867,Neuron,"(21, 60)",-0.6568327
11868,Proliferating,"(21, 60)",0.5044227
11869,Epithelial,"(21, 62)",1.0314263
11870,FatBody,"(21, 62)",-1.1002433
11871,Follicle,"(21, 62)",-0.16856314
11872,Germ,"(21, 62)",-1.7726635
11873,Gut,"(21, 62)",-0.61613995
11874,Hemocytes,"(21, 62)",-0.26132247
11875,MAG,"(21, 62)",-1.0059428
11876,MT,"(21, 62)",-0.44394362
11877,Muscle,"(21, 62)",-0.5753245
11878,Neuron,"(21, 62)",1.3306204
11879,Proliferating,"(21, 62)",-0.5375735
11880,Epithelial,"(21, 63)",-1.3222594
11881,FatBody,"(21, 63)",-0.58703923
11882,Follicle,"(21, 63)",0.4980585
11883,Germ,"(21, 63)",0.5469192
11884,Gut,"(21, 63)",-1.1501763
11885,Hemocytes,"(21, 63)",-0.80723673
11886,MAG,"(21, 63)",-1.5949359
11887,MT,"(21, 63)",-0.49016088
11888,Muscle,"(21, 63)",0.745743
11889,Neuron,"(21, 63)",0.26768273
11890,Proliferating,"(21, 63)",-0.03629816
11891,Epithelial,"(21, 64)",-1.1228975
11892,FatBody,"(21, 64)",0.85781956
11893,Follicle,"(21, 64)",0.13777561
11894,Germ,"(21, 64)",1.3926616
11895,Gut,"(21, 64)",0.008700695
11896,Hemocytes,"(21, 64)",0.02476857
11897,MAG,"(21, 64)",-1.1529727
11898,MT,"(21, 64)",0.36288545
11899,Muscle,"(21, 64)",1.0930833
11900,Neuron,"(21, 64)",-0.30746496
11901,Proliferating,"(21, 64)",0.5112136
11902,Epithelial,"(21, 65)",-1.1061487
11903,FatBody,"(21, 65)",0.39643395
11904,Follicle,"(21, 65)",0.2826514
11905,Germ,"(21, 65)",0.763652
11906,Gut,"(21, 65)",-0.44099122
11907,Hemocytes,"(21, 65)",-0.2295635
11908,MAG,"(21, 65)",-1.5292963
11909,MT,"(21, 65)",0.14183934
11910,Muscle,"(21, 65)",0.9917392
11911,Neuron,"(21, 65)",-0.004172647
11912,Proliferating,"(21, 65)",0.4591367
11913,Epithelial,"(21, 66)",-1.2463368
11914,FatBody,"(21, 66)",-0.15563348
11915,Follicle,"(21, 66)",0.3670266
11916,Germ,"(21, 66)",0.6186075
11917,Gut,"(21, 66)",-0.8863478
11918,Hemocytes,"(21, 66)",-0.69098705
11919,MAG,"(21, 66)",-1.647841
11920,MT,"(21, 66)",-0.22125985
11921,Muscle,"(21, 66)",0.9964609
11922,Neuron,"(21, 66)",0.33176103
11923,Proliferating,"(21, 66)",0.17414303
11924,Epithelial,"(21, 67)",-1.3554747
11925,FatBody,"(21, 67)",-0.21826975
11926,Follicle,"(21, 67)",0.4352509
11927,Germ,"(21, 67)",0.43016642
11928,Gut,"(21, 67)",-1.0285408
11929,Hemocytes,"(21, 67)",-0.74438274
11930,MAG,"(21, 67)",-1.597205
11931,MT,"(21, 67)",-0.29431036
11932,Muscle,"(21, 67)",1.0255307
11933,Neuron,"(21, 67)",0.31525785
11934,Proliferating,"(21, 67)",0.27946797
11935,Epithelial,"(21, 68)",-1.1676764
11936,FatBody,"(21, 68)",0.8121333
11937,Follicle,"(21, 68)",0.26638228
11938,Germ,"(21, 68)",1.0325477
11939,Gut,"(21, 68)",-0.21016362
11940,Hemocytes,"(21, 68)",-0.20927446
11941,MAG,"(21, 68)",-1.4436781
11942,MT,"(21, 68)",0.25090867
11943,Muscle,"(21, 68)",1.0407559
11944,Neuron,"(21, 68)",-0.22976303
11945,Proliferating,"(21, 68)",0.42944008
11946,Epithelial,"(21, 69)",-1.2750194
11947,FatBody,"(21, 69)",0.14459203
11948,Follicle,"(21, 69)",0.4025582
11949,Germ,"(21, 69)",1.0136625
11950,Gut,"(21, 69)",-0.49132133
11951,Hemocytes,"(21, 69)",-0.34301212
11952,MAG,"(21, 69)",-1.4881032
