,Cluster,Motif,Influe
702,Intestine,Motif_122,-0.36405686
703,Muscle,Motif_122,-0.15523572
704,Neuron,Motif_122,-0.8383367
705,Non-seam,Motif_122,1.1329306
706,Pharyn,Motif_122,0.5067249
707,Precursors,Motif_122,0.72406435
708,Rectum,Motif_122,0.13347572
709,Seam,Motif_122,0.6741514
710,Coelomocytes,Motif_124,-0.09376238
711,Germ,Motif_124,-0.40300587
712,Intestine,Motif_124,0.10051442
713,Muscle,Motif_124,-0.33745858
714,Neuron,Motif_124,0.435274
715,Non-seam,Motif_124,-0.45991182
716,Pharyn,Motif_124,0.4713129
717,Precursors,Motif_124,1.4175713
718,Rectum,Motif_124,1.4005024
719,Seam,Motif_124,0.64146864
720,Coelomocytes,Motif_126,0.04689655
721,Germ,Motif_126,0.21710517
722,Intestine,Motif_126,0.3751424
723,Muscle,Motif_126,0.3929399
724,Neuron,Motif_126,-0.8296582
725,Non-seam,Motif_126,0.6313331
726,Pharyn,Motif_126,-0.55444497
727,Precursors,Motif_126,-1.4291799
728,Rectum,Motif_126,-1.3843174
729,Seam,Motif_126,-0.35141018
730,Coelomocytes,Motif_127,0.111802585
731,Germ,Motif_127,0.5532878
732,Intestine,Motif_127,1.0175885
733,Muscle,Motif_127,0.20429133
734,Neuron,Motif_127,0.010943539
735,Non-seam,Motif_127,-1.3405483
736,Pharyn,Motif_127,-0.9261967
737,Precursors,Motif_127,-0.6222826
738,Rectum,Motif_127,-0.5393902
739,Seam,Motif_127,-0.27617586
