,type,eta
0,eta,0.32520899585384233
1,eta,0.49566957424590924
2,eta,0.6822716013870697
3,eta,0.5405671097045186
4,eta,0.48927135777915465
5,eta,0.48455196775115883
6,eta,0.4514784130831649
7,eta,0.6129258587415309
8,eta,0.5614723135591744
9,eta,0.5265198488567937
10,eta,0.5121190176505359
11,eta,0.4965096119091258
12,eta,0.46374599128681515
13,eta,0.5741346523594975
14,eta,0.5357211566352642
15,eta,0.4436779124859653
16,eta,0.5600457090354134
17,eta,0.527000024285699
18,eta,0.39711952072911105
19,eta,0.46208266866884656
20,eta,0.6095048204617528
21,eta,0.5434570956899454
22,eta,0.5055671709743625
23,eta,0.17563474753980868
24,eta,0.5430961359565689
25,eta,0.4640853697430128
26,eta,0.5241831153913902
27,eta,0.5257367073594859
28,eta,0.376253341613958
29,eta,0.5047579481460428
30,eta,0.6770552595864977
31,eta,0.6014535180405187
32,eta,0.5100758333489205
33,eta,0.501111219650775
34,eta,0.5715827172520965
35,eta,0.5384810209385811
36,eta,0.5108158163534249
37,eta,0.6441361481385802
38,eta,0.5658838256950164
39,eta,0.5642282772846144
40,eta,0.5308804009148388
41,eta,0.47471638810883504
42,eta,0.5437984440804143
43,eta,0.5476642296406354
44,eta,0.4301837763622063
45,eta,0.5468307215266958
46,eta,0.5204302871578862
47,eta,0.4534516800198239
48,eta,0.5074589858683571
49,eta,0.47023428272248735
50,eta,0.516972926150879
51,eta,0.3721442041751017
52,eta,0.4289712130405669
53,eta,0.5914495653342112
54,eta,0.13677462970625706
55,eta,0.4958722581591726
56,eta,0.5170980436366794
57,eta,0.5629872534763627
58,eta,0.5792115005001149
59,eta,0.3199045439310454
60,eta,0.22872195056252734
61,eta,0.4762234500538532
62,eta,0.5236850501015549
63,eta,0.588870040567186
64,eta,0.45580268012031977
65,eta,0.5255714909269368
66,eta,0.5813214151758495
67,eta,0.5167890879243199
68,eta,0.5371847804724704
69,eta,0.5254292563737147
70,eta,0.5554910208442848
71,eta,0.5575474923944899
72,eta,0.49036816165799996
73,eta,0.48744342739761953
74,eta,0.4931450082024131
75,eta,0.6350809375590284
76,eta,0.5412124237777061
77,eta,0.4821569652055808
78,eta,0.580585032977993
79,eta,0.27101886321903257
80,eta,0.525095726834933
81,eta,0.6156094649814199
82,eta,0.4982506457428889
83,eta,0.4350798816436288
84,eta,0.43737063107716845
85,eta,0.5066643779760349
86,eta,0.5156515288121082
87,eta,0.5369822699835296
88,eta,0.541046403881635
89,eta,0.48650128653275715
90,eta,0.3204030620262218
91,eta,0.5497648534349163
92,eta,0.36243339646297873
93,eta,0.4979273465532995
94,eta,0.24349282121641216
95,eta,0.6290770601565979
96,eta,0.5504309887065512
97,eta,0.5111288874390608
98,eta,0.5279435456816886
99,eta,0.4877980353989544
100,eta,0.5547209944856794
101,eta,0.5287992295103937
102,eta,0.6530870854641295
103,eta,0.47905968524073345
104,eta,0.4470000642066745
105,eta,0.5225989457300461
106,eta,0.5314788035683337
107,eta,0.2912925674869157
108,eta,0.5166806414274869
109,eta,0.4849636688501137
110,eta,0.3811465232615551
111,eta,0.41175554611663007
112,eta,0.1837557187231383
113,eta,0.5884104575617451
114,eta,0.30738541020134674
115,eta,0.5224851212644491
116,eta,0.6198305543636384
117,eta,0.3621784313229527
118,eta,0.6558126509289304
119,eta,0.5692665099396654
120,eta,0.5340321034703582
121,eta,0.5580446663199046
122,eta,0.4299025416149246
123,eta,0.42390767267390156
124,eta,0.5087123197195554
125,eta,0.5300542995632244
126,eta,0.5303376975411948
127,eta,0.5750506744500343
128,eta_comb,0.3747277813760612
129,eta_comb,0.5415256410172501
130,eta_comb,0.49109755182039055
131,eta_comb,0.4599054693353193
132,eta_comb,0.5481499560525068
133,eta_comb,0.5325607560439605
134,eta_comb,0.4309236301226766
135,eta_comb,0.4060898096225336
136,eta_comb,0.48821729093247035
137,eta_comb,0.47532178725179586
138,eta_comb,0.4650204460811113
139,eta_comb,0.5216294588392558
140,eta_comb,0.4663100170913027
141,eta_comb,0.49480074936151736
142,eta_comb,0.5185954563449253
143,eta_comb,0.49249915556894525
144,eta_comb,0.5243815132884083
145,eta_comb,0.25907330673280377
146,eta_comb,0.5134680047112259
147,eta_comb,0.5684971990226021
148,eta_comb,0.24283313190439018
149,eta_comb,0.4738761340514276
150,eta_comb,0.5226518525491735
151,eta_comb,0.45832313956350373
152,eta_comb,0.4523859808475049
153,eta_comb,0.48114367879259795
154,eta_comb,0.4835919020591826
155,eta_comb,0.3484571876401659
156,eta_comb,0.47172413462058954
157,eta_comb,0.5136536569839922
158,eta_comb,0.5394178108659546
159,eta_comb,0.47427366925832076
160,eta_comb,0.46978609228386464
161,eta_comb,0.5805295962368092
162,eta_comb,0.4947346399571078
163,eta_comb,0.47384693700300207
164,eta_comb,0.44118845744153584
165,eta_comb,0.5046388063658247
166,eta_comb,0.5130300617086728
167,eta_comb,0.47646342532163855
168,eta_comb,0.4463074140768566
169,eta_comb,0.48809532351905016
170,eta_comb,0.46598230010929514
171,eta_comb,0.5024890506671216
172,eta_comb,0.23580061471352046
173,eta_comb,0.4772546242801475
174,eta_comb,0.4273531973368778
175,eta_comb,0.47337311089539624
176,eta_comb,0.365917913533012
177,eta_comb,0.47998074725359263
178,eta_comb,0.2400377936857927
179,eta_comb,0.33747370845676705
180,eta_comb,0.4886865216107825
181,eta_comb,0.5196915672342601
182,eta_comb,0.4612607380544986
183,eta_comb,0.4877202918517412
184,eta_comb,0.42677363530307255
185,eta_comb,0.4620032656465916
186,eta_comb,0.5237603044771143
187,eta_comb,0.5244109412805105
188,eta_comb,0.44879215915230436
189,eta_comb,0.48822291420735814
190,eta_comb,0.514099808317319
191,eta_comb,0.5125931810224688
192,eta_comb,0.4878791193352887
193,eta_comb,0.5559899589924016
194,eta_comb,0.4221782858773085
195,eta_comb,0.5137959884621157
196,eta_comb,0.4714896916704008
197,eta_comb,0.5575259679279226
198,eta_comb,0.4646577038666787
199,eta_comb,0.46056053434218197
200,eta_comb,0.5512466566145882
201,eta_comb,0.3729966386645467
202,eta_comb,0.5587258519659969
203,eta_comb,0.4934392901908449
204,eta_comb,0.42662745490425935
205,eta_comb,0.49553429040618513
206,eta_comb,0.22485440273465626
207,eta_comb,0.48996372470052774
208,eta_comb,0.507757148617868
209,eta_comb,0.44276790732169036
210,eta_comb,0.33176069746869535
211,eta_comb,0.37676840004655476
212,eta_comb,0.4259933425474812
213,eta_comb,0.4757983078516697
214,eta_comb,0.46516024707648274
215,eta_comb,0.3434790016348544
216,eta_comb,0.47447159308114983
217,eta_comb,0.3660130649658143
218,eta_comb,0.4394419711959287
219,eta_comb,0.5352279550611653
220,eta_comb,0.4655085837097112
221,eta_comb,0.5042946219124663
222,eta_comb,0.6857384004981442
223,eta_comb,0.5133440998459601
224,eta_comb,0.47577185109236775
225,eta_comb,0.36309839408633354
226,eta_comb,0.41390459678128166
227,eta_comb,0.5064083242333443
228,eta_comb,0.4860988439426239
229,eta_comb,0.5846310383511828
230,eta_comb,0.4506261555962376
231,eta_comb,0.5158350867096299
232,eta_comb,0.4773485449968942
233,eta_comb,0.4864977379588356
234,eta_comb,0.4940192503427421
235,eta_comb,0.46545135744645494
236,eta_comb,0.45638653119257616
237,eta_comb,0.33611726992697866
238,eta_comb,0.42435326886587516
239,eta_comb,0.5785203597261032
240,eta_comb,0.4969308144877777
241,eta_comb,0.2606570671028866
242,eta_comb,0.48435895363297476
243,eta_comb,0.49270787508184855
244,eta_comb,0.3573496711133648
245,eta_comb,0.45965391067192735
246,eta_comb,0.4770568980624983
247,eta_comb,0.4874171738938468
248,eta_comb,0.5001132707072014
249,eta_comb,0.5170827902351833
250,eta_comb,0.2534452063722962
251,eta_comb,0.4870487362336759
252,eta_comb,0.47071996275039896
253,eta_comb,0.5880617786264783
254,eta_comb,0.5354195726353129
255,eta_comb,0.4578980274324364
256,eta_comb,0.556690378356983
257,eta_comb,0.4765560030313974
258,eta_comb,0.5020923384413334
259,eta_comb,0.4734613666032032
260,eta_comb,0.4270401119258519
261,eta_comb,0.40708517155458596
262,eta_comb,0.35186659393112796
263,eta_comb,0.4767934295845561
264,eta_comb,0.49576330691596937
265,eta_comb,0.4822194136525883
266,eta_comb,0.4360804629423054
267,eta_comb,0.4485772527149871
268,eta_comb,0.4949545722264781
269,eta_comb,0.4521200307246471
270,eta_comb,0.4643704789183918
271,eta_comb,0.38157129238934895
272,eta_comb,0.4709782013494919
273,eta_comb,0.505712511911479
274,eta_comb,0.4056846093125073
275,eta_comb,0.3155455311529664
276,eta_comb,0.48774792916673293
277,eta_comb,0.42319724198786635
278,eta_comb,0.3651279122500079
279,eta_comb,0.26065080686718756
280,eta_comb,0.2680135854304124
281,eta_comb,0.35522709705803346
282,eta_comb,0.49827923346838804
283,eta_comb,0.44986939522947705
284,eta_comb,0.3067508216749498
285,eta_comb,0.4115686930007674
286,eta_comb,0.4960775263593481
287,eta_comb,0.479318160804693
288,eta_comb,0.35655765072234763
289,eta_comb,0.5015989818324034
290,eta_comb,0.4304598456138033
291,eta_comb,0.3060740994982191
292,eta_comb,0.467511417219407
293,eta_comb,0.3352400412172791
294,eta_comb,0.4674445214579897
295,eta_comb,0.3530880089574372
296,eta_comb,0.3304193929231086
297,eta_comb,0.4818861592760751
298,eta_comb,0.4132080377635132
299,eta_comb,0.30078642273779055
300,eta_comb,0.4464154269527308
301,eta_comb,0.49719795824152774
302,eta_comb,0.36889274764343183
303,eta_comb,0.41839001716991525
304,eta_comb,0.40161311480937045
305,eta_comb,0.35314980278834546
306,eta_comb,0.44821947608883006
307,eta_comb,0.48193993244089295
308,eta_comb,0.4336986883534886
309,eta_comb,0.3012052747211652
310,eta_comb,0.4153597492362462
311,eta_comb,0.42913680928735615
312,eta_comb,0.4855304687903923
313,eta_comb,0.48832479745356355
314,eta_comb,0.4700398656642525
315,eta_comb,0.2762319069376479
316,eta_comb,0.4604870377443043
317,eta_comb,0.4736293896749304
318,eta_comb,0.3939661204080434
319,eta_comb,0.5029374019043011
320,eta_comb,0.34540444590806857
321,eta_comb,0.47244287985431566
322,eta_comb,0.38728487143187035
323,eta_comb,0.503648969549302
324,eta_comb,0.4305626646904301
325,eta_comb,0.4803143308004136
326,eta_comb,0.5053436392742016
327,eta_comb,0.3889295586878855
328,eta_comb,0.4804205267909152
329,eta_comb,0.2795293098228222
330,eta_comb,0.26347067290737786
331,eta_comb,0.45329287560429965
332,eta_comb,0.36256795673350534
333,eta_comb,0.3918660944572725
334,eta_comb,0.44935454293711263
335,eta_comb,0.39843126909669896
336,eta_comb,0.4040447777632411
337,eta_comb,0.3527307385930024
338,eta_comb,0.3376099853485109
339,eta_comb,0.47924859751683335
340,eta_comb,0.3038181941938048
341,eta_comb,0.40838743706149744
